
Standard & Poors 500 Index,Last: 4164,Change:  52.92
"Date: February 7, 2023 at 5:34 PM EST",Bid: 4099.96,Ask: 4203.0601,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Apr 28 2023,SPXW230428C04080000,166.2,-4.15,197.1,199.5,1,0.1838,0.6315,0.0011,38,4080.00,SPXW230428P04080000,113.1,0,93.7,94.6,0,0.1834,-0.3694,0.0011,18
Fri Apr 28 2023,SPXW230428C04085000,158.4,0,193.6,196,0,0.1832,0.6265,0.0011,24,4085.00,SPXW230428P04085000,117.8,3.5,95.2,96.1,18,0.1827,-0.3745,0.0011,2
Fri Apr 28 2023,SPXW230428C04090000,185.06,0,190.1,192.6,0,0.1824,0.6214,0.0011,63,4090.00,SPXW230428P04090000,89.6,0,96.7,97.6,0,0.182,-0.3795,0.0011,29
Fri Apr 28 2023,SPXW230428C04095000,161.88,0,186.7,189.2,0,0.1817,0.6163,0.0011,1,4095.00,SPXW230428P04095000,0,0,98.2,99.2,0,0.1813,-0.3847,0.0011,0
Fri Apr 28 2023,SPXW230428C04100000,158.6,0,183.3,185.8,0,0.181,0.6111,0.0011,1311,4100.00,SPXW230428P04100000,97.26,-22.54,99.7,100.7,81,0.1806,-0.3899,0.0011,213
Fri Apr 28 2023,SPXW230428C04105000,146.5,0,179.9,182.4,0,0.1803,0.6058,0.0011,11,4105.00,SPXW230428P04105000,146.1,0,101.3,102.3,0,0.18,-0.3951,0.0011,8
Fri Apr 28 2023,SPXW230428C04110000,161.5,9.65,176.6,179.1,114,0.1796,0.6006,0.0011,199,4110.00,SPXW230428P04110000,110.9,-12.4,102.9,103.9,13,0.1793,-0.4004,0.0011,27
Fri Apr 28 2023,SPXW230428C04115000,0,0,173.3,175.9,0,0.179,0.5952,0.0011,0,4115.00,SPXW230428P04115000,101.89,-23.31,104.5,105.4,10,0.1785,-0.4057,0.0011,4
Fri Apr 28 2023,SPXW230428C04120000,181.9,0,170,172.4,0,0.1783,0.5898,0.0011,36,4120.00,SPXW230428P04120000,128.5,0,106.2,107.2,0,0.1779,-0.4111,0.0011,61
Fri Apr 28 2023,SPXW230428C04125000,160.15,0,166.7,169.2,0,0.1776,0.5844,0.0011,68,4125.00,SPXW230428P04125000,118.64,0,107.9,108.9,0,0.1772,-0.4166,0.0011,11
Fri Apr 28 2023,SPXW230428C04130000,180.97,0,163.5,166.1,0,0.1769,0.5789,0.0011,72,4130.00,SPXW230428P04130000,101.13,0,109.6,110.6,0,0.1765,-0.4221,0.0011,19
Fri Apr 28 2023,SPXW230428C04135000,141.5,0,160.3,162.9,0,0.1762,0.5733,0.0012,13,4135.00,SPXW230428P04135000,130.4,0,111.3,112.3,0,0.1758,-0.4276,0.0012,20
Fri Apr 28 2023,SPXW230428C04140000,134.83,0,157.1,159.6,0,0.1756,0.5677,0.0012,893,4140.00,SPXW230428P04140000,116.08,-19.02,113.1,114.1,4,0.1751,-0.4332,0.0012,14
Fri Apr 28 2023,SPXW230428C04145000,152.85,21.9,153.9,156.5,2,0.1749,0.5621,0.0012,44,4145.00,SPXW230428P04145000,113.11,0,114.9,115.9,0,0.1744,-0.4389,0.0012,12
Fri Apr 28 2023,SPXW230428C04150000,157.08,29.28,150.8,153.4,3,0.1742,0.5564,0.0012,96,4150.00,SPXW230428P04150000,125.7,0,116.7,117.7,0,0.1738,-0.4446,0.0012,8
Fri Apr 28 2023,SPXW230428C04155000,164.71,0,147.7,150.3,0,0.1735,0.5506,0.0012,8,4155.00,SPXW230428P04155000,138.22,0,118.6,119.6,0,0.1731,-0.4503,0.0012,8
Fri Apr 28 2023,SPXW230428C04160000,123.97,0,144.7,147.3,0,0.1727,0.5448,0.0012,76,4160.00,SPXW230428P04160000,125.42,0,120.4,121.4,0,0.1725,-0.4561,0.0012,5
Fri Apr 28 2023,SPXW230428C04165000,0,0,141.6,144.2,0,0.1721,0.539,0.0012,0,4165.00,SPXW230428P04165000,141,0,122.4,123.4,0,0.1718,-0.4619,0.0012,11
Fri Apr 28 2023,SPXW230428C04170000,109.4,-7.6,138.6,141.2,4,0.1715,0.5331,0.0012,40,4170.00,SPXW230428P04170000,156.8,8.55,124.3,125.3,4,0.1711,-0.4678,0.0012,28
Fri Apr 28 2023,SPXW230428C04175000,106.4,0,135.7,138,0,0.1708,0.5272,0.0012,605,4175.00,SPXW230428P04175000,137.65,0,126.3,127.3,0,0.1705,-0.4738,0.0012,19
Fri Apr 28 2023,SPXW230428C04180000,127.2,0,133.6,134.5,0,0.1702,0.5212,0.0012,22,4180.00,SPXW230428P04180000,138.4,0,128.3,129.2,0,0.1698,-0.4797,0.0012,22
Fri Apr 28 2023,SPXW230428C04185000,111.2,0,130.7,131.6,0,0.1695,0.5152,0.0012,29,4185.00,SPXW230428P04185000,152.1,0,130.3,131.4,0,0.1693,-0.4857,0.0012,5
Fri Apr 28 2023,SPXW230428C04190000,107.79,0,127.8,128.8,0,0.1688,0.5092,0.0012,330,4190.00,SPXW230428P04190000,209.99,0,132.4,133.4,0,0.1686,-0.4918,0.0012,1
Fri Apr 28 2023,SPXW230428C04195000,131.75,0,124.9,125.9,0,0.1683,0.5031,0.0012,1,4195.00,SPXW230428P04195000,185.6,0,134.5,135.6,0,0.168,-0.4979,0.0012,7
Fri Apr 28 2023,SPXW230428C04200000,116.39,14.89,122.1,123.1,17,0.1678,0.497,0.0012,224,4200.00,SPXW230428P04200000,138,-24.15,136.7,137.6,68,0.1674,-0.504,0.0012,84
Fri Apr 28 2023,SPXW230428C04205000,121.7,22.65,119.3,120.4,7,0.1672,0.4908,0.0012,32,4205.00,SPXW230428P04205000,0,0,138.9,139.9,0,0.1668,-0.5102,0.0012,0
Fri Apr 28 2023,SPXW230428C04210000,98.45,0,116.7,117.6,0,0.1666,0.4846,0.0012,9,4210.00,SPXW230428P04210000,153.8,0,141.1,142,0,0.1661,-0.5164,0.0012,9
Fri Apr 28 2023,SPXW230428C04215000,108.68,0,114,115,0,0.166,0.4784,0.0012,2,4215.00,SPXW230428P04215000,0,0,143.3,144.4,0,0.1656,-0.5226,0.0012,0
Fri Apr 28 2023,SPXW230428C04220000,93.65,0,111.3,112.3,0,0.1654,0.4721,0.0012,264,4220.00,SPXW230428P04220000,147.35,0,145.6,146.7,0,0.165,-0.5289,0.0012,12
Fri Apr 28 2023,SPXW230428C04225000,91.34,0,108.7,109.7,0,0.1648,0.4658,0.0012,393,4225.00,SPXW230428P04225000,183.08,8.58,147.9,148.9,10,0.1644,-0.5352,0.0012,31
Fri Apr 28 2023,SPXW230428C04230000,88.2,0,106.1,107.1,0,0.1643,0.4595,0.0012,12,4230.00,SPXW230428P04230000,183.1,5.9,150.3,151.3,7,0.1638,-0.5415,0.0012,23
Fri Apr 28 2023,SPXW230428C04235000,110.63,0,103.5,104.5,0,0.1637,0.4531,0.0012,1,4235.00,SPXW230428P04235000,0,0,152.7,153.7,0,0.1632,-0.5478,0.0012,0
Fri Apr 28 2023,SPXW230428C04240000,83.1,0,101,102,0,0.1631,0.4468,0.0012,149,4240.00,SPXW230428P04240000,273.38,0,155.1,156.1,0,0.1627,-0.5542,0.0012,32
Fri Apr 28 2023,SPXW230428C04245000,78.9,0,98.6,99.5,0,0.1626,0.4404,0.0012,2,4245.00,SPXW230428P04245000,0,0,157.6,158.6,0,0.1621,-0.5606,0.0012,0
Fri Apr 28 2023,SPXW230428C04250000,87.16,8.66,96.2,97.1,2,0.162,0.434,0.0012,1646,4250.00,SPXW230428P04250000,193.72,5.17,160.1,161.1,5,0.1616,-0.567,0.0012,59
Fri Apr 28 2023,SPXW230428C04255000,112.7,0,93.7,94.7,0,0.1614,0.4275,0.0012,44,4255.00,SPXW230428P04255000,0,0,162.6,163.7,0,0.161,-0.5734,0.0012,0
Fri Apr 28 2023,SPXW230428C04260000,78.9,0,91.3,92.3,0,0.161,0.4211,0.0012,533,4260.00,SPXW230428P04260000,0,0,164.5,167.2,0,0.1605,-0.5799,0.0012,0
Fri Apr 28 2023,SPXW230428C04265000,72.6,0,89,89.9,0,0.1603,0.4146,0.0012,9,4265.00,SPXW230428P04265000,0,0,167.1,169.8,0,0.1599,-0.5863,0.0012,0
Fri Apr 28 2023,SPXW230428C04270000,71.4,0,86.8,87.6,0,0.1599,0.4082,0.0012,2771,4270.00,SPXW230428P04270000,0,0,169.8,172.4,0,0.1594,-0.5928,0.0012,0
Fri Apr 28 2023,SPXW230428C04275000,87.68,19.38,84.4,85.4,14,0.1593,0.4017,0.0012,77,4275.00,SPXW230428P04275000,203.33,0,172.5,175.1,0,0.1588,-0.5992,0.0012,4
Fri Apr 28 2023,SPXW230428C04280000,84.32,17.92,82.2,83.2,19,0.1588,0.3952,0.0012,20,4280.00,SPXW230428P04280000,0,0,175.2,177.8,0,0.1582,-0.6057,0.0012,0
Fri Apr 28 2023,SPXW230428C04285000,65.5,0,80,81,0,0.1583,0.3888,0.0012,4,4285.00,SPXW230428P04285000,0,0,178.2,180.6,0,0.1577,-0.6122,0.0012,0
Fri Apr 28 2023,SPXW230428C04290000,59.86,-2.89,77.9,78.8,31,0.1578,0.3823,0.0012,10650,4290.00,SPXW230428P04290000,220.09,8.14,181,183.4,11,0.1572,-0.6186,0.0012,2
Fri Apr 28 2023,SPXW230428C04295000,80.98,20.03,75.8,76.7,1,0.1573,0.3758,0.0012,10,4295.00,SPXW230428P04295000,0,0,183.6,186.2,0,0.1567,-0.6251,0.0012,0
Fri Apr 28 2023,SPXW230428C04300000,66.19,7.09,73.8,74.6,17,0.1568,0.3694,0.0012,356,4300.00,SPXW230428P04300000,224.27,5.07,186.5,189.1,5,0.1562,-0.6315,0.0012,217
Fri Apr 28 2023,SPXW230428C04305000,80.75,0,71.6,72.6,0,0.1563,0.363,0.0012,2,4305.00,SPXW230428P04305000,0,0,189.4,192,0,0.1557,-0.638,0.0012,0
Fri Apr 28 2023,SPXW230428C04310000,57,1.25,69.6,70.6,1,0.1558,0.3565,0.0012,15,4310.00,SPXW230428P04310000,0,0,192.5,195,0,0.1552,-0.6444,0.0012,0
Fri Apr 28 2023,SPXW230428C04315000,0,0,67.7,68.6,0,0.1554,0.3501,0.0012,0,4315.00,SPXW230428P04315000,214.2,0,195.5,197.9,0,0.1548,-0.6508,0.0012,5
Fri Apr 28 2023,SPXW230428C04320000,51.58,0,65.8,66.7,0,0.1549,0.3437,0.0012,39,4320.00,SPXW230428P04320000,190.83,0,198.6,201,0,0.1542,-0.6572,0.0012,1
Fri Apr 28 2023,SPXW230428C04325000,68.53,17.73,64,64.8,2,0.1545,0.3374,0.0012,137,4325.00,SPXW230428P04325000,193.83,0,201.6,204,0,0.1538,-0.6636,0.0012,1
Fri Apr 28 2023,SPXW230428C04330000,66.16,16.86,62,62.9,3,0.1539,0.331,0.0012,13,4330.00,SPXW230428P04330000,0,0,204.7,207.1,0,0.1533,-0.6699,0.0012,0
Fri Apr 28 2023,SPXW230428C04335000,0,0,60.2,61.1,0,0.1535,0.3247,0.0012,0,4335.00,SPXW230428P04335000,0,0,207.9,210.2,0,0.1529,-0.6762,0.0012,0
Fri Apr 28 2023,SPXW230428C04340000,46.16,0,58.4,59.3,0,0.153,0.3184,0.0012,20,4340.00,SPXW230428P04340000,240.72,0,211,213.4,0,0.1524,-0.6825,0.0012,4
Fri Apr 28 2023,SPXW230428C04345000,0,0,56.7,57.6,0,0.1526,0.3122,0.0012,0,4345.00,SPXW230428P04345000,0,0,212.2,218.5,0,0.1522,-0.6888,0.0012,0
Fri Apr 28 2023,SPXW230428C04350000,55.2,11.85,55,55.9,28,0.1522,0.306,0.0012,300,4350.00,SPXW230428P04350000,252.13,0,215.4,221.8,0,0.1519,-0.695,0.0012,2
Fri Apr 28 2023,SPXW230428C04355000,42.5,0,53.4,54.2,0,0.1517,0.2998,0.0012,12,4355.00,SPXW230428P04355000,224.81,0,218.6,225.2,0,0.1516,-0.7012,0.0012,1
Fri Apr 28 2023,SPXW230428C04360000,59.14,0,51.7,52.6,0,0.1513,0.2937,0.0012,1,4360.00,SPXW230428P04360000,0,0,221.9,228.5,0,0.1511,-0.7073,0.0012,0
Fri Apr 28 2023,SPXW230428C04365000,40.43,0,50.1,51,0,0.1509,0.2876,0.0012,61,4365.00,SPXW230428P04365000,0,0,225.2,231.9,0,0.1506,-0.7134,0.0012,0
Fri Apr 28 2023,SPXW230428C04370000,38.37,0,48.6,49.4,0,0.1506,0.2815,0.0012,23,4370.00,SPXW230428P04370000,262.37,0,228.6,235.4,0,0.1503,-0.7194,0.0012,4
Fri Apr 28 2023,SPXW230428C04375000,48,11.1,47.1,47.9,6,0.1502,0.2755,0.0012,53,4375.00,SPXW230428P04375000,376.91,0,231.9,238.8,0,0.1499,-0.7254,0.0012,1
Fri Apr 28 2023,SPXW230428C04380000,62.1,0,45.6,46.4,0,0.1498,0.2696,0.0011,15,4380.00,SPXW230428P04380000,0,0,235.3,242.3,0,0.1495,-0.7314,0.0011,0
Fri Apr 28 2023,SPXW230428C04385000,61.1,0,44.1,45,0,0.1493,0.2637,0.0011,8,4385.00,SPXW230428P04385000,0,0,238.8,245.9,0,0.149,-0.7373,0.0011,0
Fri Apr 28 2023,SPXW230428C04390000,27.3,0,42.7,43.5,0,0.1489,0.2578,0.0011,11,4390.00,SPXW230428P04390000,0,0,242.3,249.5,0,0.1487,-0.7431,0.0011,0
Fri Apr 28 2023,SPXW230428C04395000,44.46,12.31,41.3,42.2,3,0.1485,0.252,0.0011,0,4395.00,SPXW230428P04395000,0,0,245.8,253.1,0,0.1483,-0.7489,0.0011,0
Fri Apr 28 2023,SPXW230428C04400000,29.3,-1.8,40,40.8,22,0.1483,0.2463,0.0011,530,4400.00,SPXW230428P04400000,286.95,0,249.4,256.7,0,0.1476,-0.7546,0.0011,7
Fri Apr 28 2023,SPXW230428C04405000,20.66,0,38.7,39.5,0,0.1479,0.2407,0.0011,1,4405.00,SPXW230428P04405000,0,0,252.9,260.4,0,0.1476,-0.7603,0.0011,0
Fri Apr 28 2023,SPXW230428C04410000,20.34,0,37.4,38.2,0,0.1475,0.2351,0.0011,2,4410.00,SPXW230428P04410000,0,0,256.6,264.1,0,0.1472,-0.7659,0.0011,0
Fri Apr 28 2023,SPXW230428C04415000,0,0,36.2,36.9,0,0.1472,0.2295,0.0011,0,4415.00,SPXW230428P04415000,0,0,260.2,267.8,0,0.1468,-0.7714,0.0011,0
Fri Apr 28 2023,SPXW230428C04420000,25.7,-1.25,35,35.7,5,0.1468,0.2241,0.001,12,4420.00,SPXW230428P04420000,0,0,263.9,271.6,0,0.1465,-0.7769,0.001,0
Fri Apr 28 2023,SPXW230428C04425000,23.82,-2.28,33.8,34.5,20,0.1465,0.2186,0.001,33,4425.00,SPXW230428P04425000,420.19,0,267.6,275.4,0,0.1461,-0.7823,0.001,1
Fri Apr 28 2023,SPXW230428C04430000,39.75,0,32.6,33.4,0,0.1462,0.2133,0.001,326,4430.00,SPXW230428P04430000,0,0,271.3,279.3,0,0.1459,-0.7876,0.001,0
Fri Apr 28 2023,SPXW230428C04435000,17.62,0,31.5,32.3,0,0.1458,0.208,0.001,1,4435.00,SPXW230428P04435000,0,0,275.1,283.1,0,0.1456,-0.7929,0.001,0
Fri Apr 28 2023,SPXW230428C04440000,37.07,0,30.4,31.2,0,0.1456,0.2028,0.001,10,4440.00,SPXW230428P04440000,0,0,278.9,287,0,0.1452,-0.7981,0.001,0
Fri Apr 28 2023,SPXW230428C04445000,0,0,29.4,30.1,0,0.1452,0.1977,0.001,0,4445.00,SPXW230428P04445000,0,0,282.8,291,0,0.1448,-0.8032,0.001,0
Fri Apr 28 2023,SPXW230428C04450000,26.98,5.18,28.4,29.1,25,0.145,0.1927,0.001,430,4450.00,SPXW230428P04450000,0,0,286.6,294.9,0,0.1446,-0.8083,0.001,0
Fri Apr 28 2023,SPXW230428C04460000,30.65,0,26.4,27.1,0,0.1443,0.1828,0.0009,76,4460.00,SPXW230428P04460000,0,0,294.5,302.9,0,0.1439,-0.8181,0.0009,0
Fri Apr 28 2023,SPXW230428C04470000,18.04,-0.76,24.6,25.2,1,0.1439,0.1733,0.0009,3,4470.00,SPXW230428P04470000,0,0,302.4,311,0,0.1433,-0.8277,0.0009,0
Fri Apr 28 2023,SPXW230428C04475000,20.53,2.43,23.7,24.3,4,0.1436,0.1686,0.0009,151,4475.00,SPXW230428P04475000,0,0,306.4,315.1,0,0.1431,-0.8324,0.0009,0
Fri Apr 28 2023,SPXW230428C04480000,16.48,0,22.8,23.5,0,0.1433,0.164,0.0009,3,4480.00,SPXW230428P04480000,0,0,310.5,319.2,0,0.1427,-0.8369,0.0009,0
Fri Apr 28 2023,SPXW230428C04490000,17.45,0,21.2,21.8,0,0.1428,0.1551,0.0009,1235,4490.00,SPXW230428P04490000,0,0,318.6,327.6,0,0.1423,-0.8458,0.0009,0
Fri Apr 28 2023,SPXW230428C04500000,20.5,5.5,19.7,20.3,5,0.1424,0.1465,0.0008,3857,4500.00,SPXW230428P04500000,425.06,0,327.7,335.1,0,0.1413,-0.8544,0.0008,9
Fri Apr 28 2023,SPXW230428C04510000,13.06,0,18.2,18.8,0,0.1419,0.1382,0.0008,116,4510.00,SPXW230428P04510000,0,0,335.2,344.5,0,0.1412,-0.8627,0.0008,0
Fri Apr 28 2023,SPXW230428C04520000,7.82,0,16.9,17.5,0,0.1415,0.1303,0.0008,1,4520.00,SPXW230428P04520000,0,0,343.7,353.1,0,0.1407,-0.8706,0.0008,0
Fri Apr 28 2023,SPXW230428C04525000,12,-0.35,16.3,16.8,1,0.1412,0.1265,0.0008,7,4525.00,SPXW230428P04525000,0,0,348,357.4,0,0.1405,-0.8745,0.0008,0
Fri Apr 28 2023,SPXW230428C04530000,12.85,0,15.7,16.2,0,0.1411,0.1227,0.0007,1230,4530.00,SPXW230428P04530000,0,0,352.2,361.8,0,0.1403,-0.8783,0.0007,0
Fri Apr 28 2023,SPXW230428C04540000,7.4,0,14.5,15,0,0.1408,0.1154,0.0007,17,4540.00,SPXW230428P04540000,0,0,360.9,370.6,0,0.1399,-0.8855,0.0007,0
Fri Apr 28 2023,SPXW230428C04550000,9.45,-0.7,13.4,13.9,50,0.1405,0.1085,0.0007,179,4550.00,SPXW230428P04550000,0,0,369.6,379.4,0,0.1393,-0.8925,0.0007,0
Fri Apr 28 2023,SPXW230428C04560000,11.34,0,12.4,12.9,0,0.1401,0.1018,0.0006,199,4560.00,SPXW230428P04560000,0,0,378.4,388.4,0,0.1392,-0.8991,0.0006,0
Fri Apr 28 2023,SPXW230428C04570000,13,0,11.4,11.9,0,0.1398,0.0955,0.0006,8,4570.00,SPXW230428P04570000,0,0,387.3,397.4,0,0.1388,-0.9054,0.0006,0
Fri Apr 28 2023,SPXW230428C04575000,10.13,1.78,10.9,11.4,71,0.1398,0.0925,0.0006,112,4575.00,SPXW230428P04575000,0,0,391.8,401.9,0,0.1385,-0.9084,0.0006,0
Fri Apr 28 2023,SPXW230428C04580000,8.29,0,10.5,11,0,0.1395,0.0896,0.0006,5,4580.00,SPXW230428P04580000,0,0,396.2,406.4,0,0.1385,-0.9114,0.0006,0
Fri Apr 28 2023,SPXW230428C04590000,4.85,0,9.7,10.2,0,0.1393,0.0839,0.0006,20,4590.00,SPXW230428P04590000,0,0,405.3,415.5,0,0.1381,-0.9171,0.0006,0
Fri Apr 28 2023,SPXW230428C04600000,9.52,2.67,8.9,9.4,3,0.1391,0.0785,0.0005,573,4600.00,SPXW230428P04600000,483.93,0,414.4,424.7,0,0.1373,-0.9225,0.0005,1
Fri Apr 28 2023,SPXW230428C04610000,8.02,0,8.2,8.7,0,0.139,0.0734,0.0005,23,4610.00,SPXW230428P04610000,493.32,0,423.5,434,0,0.1376,-0.9276,0.0005,1
Fri Apr 28 2023,SPXW230428C04620000,12,0,7.6,8.1,0,0.139,0.0686,0.0005,4,4620.00,SPXW230428P04620000,0,0,432.7,443.3,0,0.1374,-0.9323,0.0005,0
Fri Apr 28 2023,SPXW230428C04625000,6.81,1.26,7.3,7.7,1,0.139,0.0663,0.0005,328,4625.00,SPXW230428P04625000,0,0,437.3,447.9,0,0.1373,-0.9346,0.0005,0
Fri Apr 28 2023,SPXW230428C04650000,4.9,0,5.9,6.3,0,0.1386,0.0558,0.0004,173,4650.00,SPXW230428P04650000,0,0,461.9,470,0,0.136,-0.9451,0.0004,0
Fri Apr 28 2023,SPXW230428C04675000,3.7,0,4.8,5.2,0,0.1386,0.047,0.0004,0,4675.00,SPXW230428P04675000,0,0,484.2,495.1,0,0.1367,-0.954,0.0004,0
Fri Apr 28 2023,SPXW230428C04700000,4.22,1.07,4,4.3,7,0.1387,0.0394,0.0003,97,4700.00,SPXW230428P04700000,0,0,509.3,517.4,0,0.1352,-0.9615,0.0003,0
Fri Apr 28 2023,SPXW230428C04750000,3.2,1.025,2.7,2.95,3,0.1391,0.0278,0.0002,349,4750.00,SPXW230428P04750000,0,0,557.8,565.6,0,0.1343,-0.9731,0.0002,0
Fri Apr 28 2023,SPXW230428C04800000,2,0.5,1.85,2.05,18,0.1407,0.0199,0.0002,2043,4800.00,SPXW230428P04800000,0,0,606.1,614.3,0,0.1338,-0.9811,0.0002,0
Fri Apr 28 2023,SPXW230428C04850000,1.05,0,1.25,1.45,0,0.1424,0.0145,0.0001,145,4850.00,SPXW230428P04850000,0,0,655.2,663.2,0,0.1322,-0.9865,0.0001,0
Fri Apr 28 2023,SPXW230428C04900000,0.95,0.15,0.9,1.05,75,0.1446,0.0108,0.0001,326,4900.00,SPXW230428P04900000,0,0,704.1,712.3,0,0.1306,-0.9902,0.0001,0
Fri Apr 28 2023,SPXW230428C04950000,0.7,0.1,0.65,0.75,60,0.1473,0.0082,0.0001,110,4950.00,SPXW230428P04950000,0,0,753.7,761.5,0,0.1216,-0.9927,0.0001,0
Fri Apr 28 2023,SPXW230428C05000000,0.55,0.05,0.5,0.6,70,0.1502,0.0064,0.0001,261,5000.00,SPXW230428P05000000,0,0,794.2,813.9,0,0,-0.9945,0.0001,0
Fri Apr 28 2023,SPXW230428C05100000,0.42,0,0.3,0.45,0,0.1583,0.0042,0,13,5100.00,SPXW230428P05100000,0,0,901.3,909.5,0,0,-0.9967,0,0
Fri Apr 28 2023,SPXW230428C05200000,0.25,0,0.2,0.3,0,0.1669,0.003,0,57,5200.00,SPXW230428P05200000,0,0,1000.2,1011.3,0,0,-0.998,0,0
Fri Apr 28 2023,SPXW230428C05300000,0.3,0,0.15,0.25,0,0.1766,0.0022,0,8,5300.00,SPXW230428P05300000,0,0,1099.1,1110.4,0,0,-0.9987,0,0
Fri Apr 28 2023,SPXW230428C05400000,0,0,0.1,0.2,0,0.1849,0.0017,0,0,5400.00,SPXW230428P05400000,0,0,1198,1206.6,0,0,-0.9992,0,0
Fri May 19 2023,SPX230519C00200000,3873.82,0,3936.7,3943.2,0,0,1,0,53,200.00,SPX230519P00200000,0.03,0,0,0.05,0,1.6131,0,0,420
Fri May 19 2023,SPXW230519C00200000,3882.83,-10.7199,3933.6,3953.2,6,0,1,0,2,200.00,SPXW230519P00200000,0,0,0,0.05,0,1.611,0,0,0
Fri May 19 2023,SPX230519C00400000,3698.58,3.03,3739.4,3745.5,1,0,1,0,13,400.00,SPX230519P00400000,0.03,0.005,0,0.05,1,1.2363,0,0,322
Fri May 19 2023,SPXW230519C00400000,0,0,3736.2,3750.7,0,0,1,0,0,400.00,SPXW230519P00400000,0,0,0,0.05,0,1.2347,0,0,0
Fri May 19 2023,SPX230519C00600000,0,0,3542.1,3548.3,0,0,1,0,16,600.00,SPX230519P00600000,0.05,-0.025,0,0.1,34,1.0673,-0.0001,0,11409
Fri May 19 2023,SPXW230519C00600000,0,0,3538.8,3553.3,0,0,1,0,0,600.00,SPXW230519P00600000,0,0,0,0.05,0,1.0198,-0.0001,0,0
Fri May 19 2023,SPX230519C00800000,0,0,3344.8,3350.9,0,0,1,0,0,800.00,SPX230519P00800000,0.15,0,0,0.1,0,0.9351,-0.0002,0,3815
Fri May 19 2023,SPXW230519C00800000,0,0,3341.5,3355.9,0,0,1,0,0,800.00,SPXW230519P00800000,0.2,0,0,0.15,0,0.9339,-0.0002,0,30
Fri May 19 2023,SPX230519C01000000,3003.07,0,3147.5,3153.3,0,0,1,0,1,1000.00,SPX230519P01000000,0.1,0,0.05,0.2,0,0.841,-0.0003,0,1623
Fri May 19 2023,SPXW230519C01000000,0,0,3144.1,3158.5,0,0,1,0,0,1000.00,SPXW230519P01000000,0.17,0,0.05,0.2,0,0.8399,-0.0003,0,3
Fri May 19 2023,SPX230519C01200000,0,0,2950.2,2956,0,0,1,0,0,1200.00,SPX230519P01200000,0.25,0,0.15,0.25,0,0.7553,-0.0005,0,2529
Fri May 19 2023,SPXW230519C01200000,0,0,2946.8,2961.2,0,0,1,0,0,1200.00,SPXW230519P01200000,0.31,0,0.15,0.25,0,0.7543,-0.0005,0,1
Fri May 19 2023,SPX230519C01400000,0,0,2753,2758.9,0,0,1,0,0,1400.00,SPX230519P01400000,0.6,0,0.3,0.35,0,0.6945,-0.0008,0,762
Fri May 19 2023,SPXW230519C01400000,0,0,2749.6,2763.9,0,0,1,0,0,1400.00,SPXW230519P01400000,0.7,0,0.25,0.4,0,0.6936,-0.0008,0,1
Fri May 19 2023,SPX230519C01500000,0,0,2654.5,2660,0,0,1,0,0,1500.00,SPX230519P01500000,0.85,0,0.3,0.45,0,0.6651,-0.001,0,411
Fri May 19 2023,SPXW230519C01500000,0,0,2651,2665.3,0,0,1,0,0,1500.00,SPXW230519P01500000,1.25,0,0.35,0.5,0,0.668,-0.001,0,3
Fri May 19 2023,SPX230519C01600000,0,0,2555.9,2561.4,0,0,1,0,6,1600.00,SPX230519P01600000,0.61,0,0.4,0.6,0,0.6413,-0.0013,0,2011
Fri May 19 2023,SPXW230519C01600000,0,0,2552.6,2566.7,0,0.5422,1,0,0,1600.00,SPXW230519P01600000,0.7,0,0.4,0.6,0,0.6404,-0.0013,0,18
Fri May 19 2023,SPX230519C01700000,0,0,2457.4,2462.8,0,0,0.9997,0,0,1700.00,SPX230519P01700000,0.74,0,0.55,0.7,0,0.6154,-0.0016,0,1263
Fri May 19 2023,SPXW230519C01700000,0,0,2453.8,2468.1,0,0.5623,0.9997,0,0,1700.00,SPXW230519P01700000,0.87,0,0.55,0.75,0,0.6146,-0.0016,0,12
Fri May 19 2023,SPX230519C01800000,0,0,2358.9,2364.2,0,0.4696,0.9993,0,0,1800.00,SPX230519P01800000,0.92,0,0.7,0.9,0,0.5925,-0.002,0,5309
Fri May 19 2023,SPXW230519C01800000,0,0,2355.3,2369.6,0,0.5597,0.9992,0,0,1800.00,SPXW230519P01800000,0.85,-0.125,0.7,0.9,2,0.5935,-0.002,0,35
Fri May 19 2023,SPX230519C01900000,0,0,2260.5,2265.7,0,0.5032,0.9987,0,0,1900.00,SPX230519P01900000,1.2,0,0.95,1.1,6,0.5708,-0.0025,0,1929
Fri May 19 2023,SPXW230519C01900000,0,0,2256.8,2271.1,0,0.5457,0.9987,0,0,1900.00,SPXW230519P01900000,1.02,0,0.95,1.15,0,0.5716,-0.0026,0,18
Fri May 19 2023,SPX230519C02000000,0,0,2162,2167.3,0,0.5028,0.9981,0,0,2000.00,SPX230519P02000000,1.3,-0.175,1.2,1.35,2,0.5487,-0.0032,0,1622
Fri May 19 2023,SPXW230519C02000000,0,0,2158.4,2172.7,0,0.5329,0.998,0,0,2000.00,SPXW230519P02000000,1.3,-0.175,1.2,1.35,22,0.5492,-0.0032,0,435
